OrientationProbe_azimuth_MEAN,OrientationProbe_pitch_MEAN,OrientationProbe_roll_MEAN,UUID
69.85681933333333,-175.11843055555556,-1.442197274074074,1462223757751
70.48461489795919,-175.11131877551017,-1.441874428571429,1462223777758
69.97621522727273,-175.11912386363636,-1.4625570954545457,1462223797856
69.37983727659575,-175.10612617021278,-1.4543867021276595,1462223817807
68.54961329411765,-175.10783568627448,-1.463419017647059,1462223838235
68.02312582142858,-175.10871642857143,-1.4277416410714283,1462223857323
68.38307207843137,-175.11977705882356,-1.4346534647058824,1462223877489
68.29715378048779,-175.10111,-1.3881050170731708,1462223897908
69.15434794736842,-175.10829736842106,-1.4240261842105264,1462223917680
68.063084875,-175.09662125,-1.41077399375,1462223938051
68.6843081923077,-175.08091076923077,-1.394165575,1462223958190
68.30273690740741,-175.0840909259259,-1.4114561074074077,1462223977890
68.62078516666666,-175.094408125,-1.4161169145833332,1462223997830
68.52360856862745,-175.10829235294116,-1.409747641176471,1462224018301
68.12221498113207,-175.05993037735848,-1.3485506188679246,1462224039219
69.06389770731707,-175.12458682926825,-1.4495990658536586,1462224058887
69.6502655319149,-175.12991,-1.4301784893617022,1462224078633
69.87345835714285,-175.12655714285714,-1.4341571595238096,1462224098538
69.87317293617022,-175.13507489361703,-1.4442725042553193,1462224118694
67.43300789583333,-175.13433375,-1.4260024520833334,1462224138328
68.48488664,-175.0954374,-1.372018278,1462224158710
68.65301676470588,-175.10679215686275,-1.5992872843137256,1462224178372
68.24713346938775,-175.11026387755103,-1.5603689795918367,1462224198530
68.03024306122448,-175.0939875510204,-1.5815802306122448,1462224218559
69.33054876,-175.1051632,-1.577837566,1462224238519
68.91320778723404,-175.11019765957442,-1.5675172893617022,1462224258586
67.61811155555556,-175.1300238888889,-1.6040338055555554,1462224278725
67.42801977358491,-175.12994811320755,-1.5891830924528303,1462224298918
68.61897034545454,-175.11617909090907,-1.588706190909091,1462224319267
69.52663669387755,-175.1075236734694,-1.5931655857142857,1462224339550
68.71526625,-175.09826318181817,-1.5963747477272727,1462224379837
67.18127904081635,-175.10818897959183,-1.5944048081632654,1462224399145
67.7852275,-175.111774,-1.5809758580000002,1462224419257
67.67011403846153,-175.1619798076923,-1.488151878846154,1462224439320
68.60134968,-175.1651174,-1.4777892259999998,1462224459725
69.17627145833333,-175.1733825,-1.49612204375,1462224479282
69.05868982352939,-175.14046529411766,-1.4876929588235297,1462224499411
68.06101085106383,-175.14834574468085,-1.4695424382978723,1462224519434
68.75520333333334,-175.34712666666667,-1.3788459466666667,1462224539757
69.66231030612245,-175.34494979591838,-1.4344161326530611,1462224559685
68.97071159259261,-175.31850351851853,-1.439221848148148,1462224579953
69.51847902173913,-175.3261493478261,-1.4376705630434783,1462224600284
70.05933857142857,-175.32969571428575,-1.4281251357142857,1462224620176
70.24527912,-175.3077052,-1.419685886,1462224640133
68.51405096296297,-175.30009203703705,-1.4448823055555555,1462224659647
68.41427469230769,-175.2822826923077,-1.4762697326923078,1462224679661
68.1777451923077,-175.2728351923077,-1.4726930711538462,1462224700020
68.86778326086957,-175.2459815217391,-1.5262705565217392,1462224719940
68.96063281632652,-175.25939530612249,-1.5299886142857142,1462224740156
71.80899529166666,-175.24541854166665,-1.501977516666667,1462224760461
68.398476,-175.21701450980393,-1.577816919607843,1462224780052
69.36698370370371,-175.24391277777778,-1.5857650703703705,1462224800325
69.13877265957447,-175.20678,-1.6821624808510638,1462224820343
68.46436151785714,-175.18823946428574,-1.6507278392857143,1462224840825
70.02969091666667,-175.20633708333332,-1.65750890625,1462224860757
69.81332354385964,-175.20168438596488,-1.679458950877193,1462224880975
69.3206781372549,-175.15439725490197,-1.6673018078431372,1462224900962
69.28387142857143,-175.2093323214286,-1.6573508857142858,1462224920362
69.07648075,-175.16534153846158,-1.6750473865384614,1462224940751
68.19636952,-175.19173080000002,-1.6556404999999998,1462224960810
68.18124105263158,-175.20212368421056,-1.680240205263158,1462224980688
69.2196936,-175.17819319999998,-1.661917458,1462225000756
68.36883781132076,-175.18072037735848,-1.6676313150943396,1462225020886
69.19434028301886,-175.19909660377357,-1.6264210471698113,1462225040758
68.29425382,-175.158816,-1.497130424,1462225061012
69.11638942307692,-175.1920623076923,-1.4666507346153843,1462225081039
68.41009236363637,-175.20281927272728,-1.4732730163636365,1462225101146
70.52386211538463,-175.19154,-1.4730999615384617,1462225121507
69.71465201923077,-175.1773130769231,-1.4445826326923077,1462225141600
68.95659678431373,-175.19410784313723,-1.453358849019608,1462225161126
70.94959530612246,-174.83188714285714,-1.0615162265306122,1462225181383
70.65987235294119,-174.8342988235294,-1.0725283411764706,1462225201081
73.00692508928572,-174.83147178571426,-1.0475699303571429,1462225221270
75.47283539130434,-174.8421343478261,-0.5510886645652174,1462225241377
71.46762455319148,-174.91419957446809,-1.163525259574468,1462225261114
68.03238001886793,-175.08259490566041,-1.3007859433962263,1462225281301
69.21738540000001,-175.12325040000005,-1.31366987,1462225301135
71.33436086538461,-175.12653538461535,-1.3258135115384615,1462225321906
68.79978281818182,-175.11569022727272,-1.346500975,1462225342101
69.47866195348837,-175.1267330232558,-1.347075411627907,1462225361878
69.0029604375,-175.134308125,-1.3602510625,1462225381852
68.35681092,-175.1592,-1.37381677,1462225401717
67.6424535319149,-175.15409914893615,-1.3506384680851065,1462225421760
69.27050346938776,-175.1600218367347,-1.3960115,1462225440864
69.96717,-175.1595058823529,-1.368264043137255,1462225461835
69.6040464489796,-175.16751469387754,-1.3784673857142855,1462225481711
69.24394413461539,-175.16155576923077,-1.3775508807692307,1462225502144
68.36127393877551,-175.15537285714282,-1.391436975510204,1462225522016
69.80684327272728,-175.1595470909091,-1.3722321727272728,1462225541883
68.72786975,-175.13997770833333,-1.3790588729166666,1462225562210
68.83805974545454,-175.15478363636365,-1.3719450272727274,1462225582875
70.31610089285715,-175.17885232142856,-1.370717375,1462225602669
71.03902285714284,-175.1711216326531,-1.3620607714285715,1462225622568
70.4076587755102,-175.17085897959183,-1.3731819632653062,1462225642865
68.90878070000001,-175.15626819999997,-1.376933264,1462225662480
68.7734202,-175.19393180000003,-1.35231754,1462225682674
69.07694078846154,-175.22063288461536,-1.4441297211538462,1462225702792
69.25777333333333,-175.24315,-1.5001754999999999,1462225722748
69.10881397959184,-175.24225877551018,-1.4919165612244898,1462225742693
69.304029875,-175.22376625,-1.4916135375,1462225762943
69.19911819607843,-175.24823450980392,-1.5365923392156862,1462225782831
69.50371877358491,-175.24369471698114,-1.5261407301886791,1462225802833
70.68976352941176,-175.23258058823532,-1.5291088352941176,1462225822875
69.80644333333333,-175.26410823529412,-1.5377041549019608,1462225843077
70.91036012244899,-175.35127081632652,-1.7354153142857145,1462225863484
68.96951988372093,-175.3928930232558,-1.7964225441860464,1462225883922
71.83840632,-175.4008456,-1.83550737,1462225904021
70.96694165384616,-175.30555,-1.6765626634615385,1462225923945
70.09136745454545,-175.32063254545452,-1.70033214,1462225943466
68.75027183673471,-175.30455857142857,-1.6547290346938777,1462225963641
69.21627759183673,-175.31773,-1.6758783918367346,1462225983531
69.33124490196079,-175.29850058823533,-1.6324396529411764,1462226003657
69.2556218,-175.3160024,-1.694097732,1462226023869
69.4287511,-175.31825680000003,-1.681477484,1462226043912
70.06156379591837,-175.31542734693878,-1.6999027693877549,1462226064185
69.86695639215687,-175.33137078431375,-1.6871441568627452,1462226083968
69.09176856862746,-175.26155411764702,-1.557081025490196,1462226104095
70.0588392,-175.38158080000002,-1.801692482,1462226125032
69.94360010416668,-175.42471020833332,-1.85589126875,1462226144510
69.76789573469388,-175.42000285714286,-1.8763974653061224,1462226164691
71.22421563636364,-175.41779340909093,-1.864795115909091,1462226184906
69.90416756756757,-175.41865081081082,-1.8931684945945944,1462226204995
70.16216829999999,-175.427062,-1.87105139,1462226224417
69.348155,-175.42878431372552,-1.860110082352941,1462226244467
69.00647215686274,-175.4202443137255,-1.853495223529412,1462226264601
68.88004788235294,-175.39046705882356,-1.869885529411765,1462226284958
69.55174071428571,-175.4363518367347,-1.89164082244898,1462226304886
70.169545,-175.42260823529412,-1.900238641176471,1462226324760
69.12207724489795,-175.4251695918367,-1.8945892285714283,1462226345116
70.36495952941175,-175.45690568627452,-1.878106405882353,1462226364771
69.71482864285714,-175.42283375,-1.8845516553571429,1462226385034
68.55177741666667,-175.420338125,-1.86814206875,1462226405348
71.5332315,-175.43836535714286,-1.8599244392857144,1462226425760
71.74971008333334,-175.40542916666664,-1.8796620416666665,1462226445668
71.14013270833334,-175.44180833333337,-1.8668591395833332,1462226465878
72.31472666666667,-175.42218533333335,-1.8970318866666669,1462226485875
70.13151563636364,-175.4069205454545,-1.8687070509090908,1462226505501
69.10786333333333,-175.44885104166667,-1.9072033520833331,1462226525822
69.81344097959183,-175.43494102040816,-1.9161168530612245,1462226545728
69.10799826923079,-175.4286628846154,-1.8812963711538464,1462226565973
69.55055608163265,-175.41903571428568,-1.905220912244898,1462226585893
69.90915804081632,-175.4241575510204,-1.906962224489796,1462226606236
70.27427041666667,-175.42945333333333,-1.88612484375,1462226625948
69.22062905660377,-175.42980811320754,-1.8864539471698112,1462226646104
71.53359454166667,-175.45128229166667,-1.89029808125,1462226666718
71.53823326086956,-175.45116608695648,-1.9144448565217391,1462226686698
70.84632625,-175.457064375,-1.8984200208333333,1462226706535
71.00420215686275,-175.43775019607844,-1.8895101392156863,1462226726592
69.42303466666667,-175.42576020833337,-1.8794312333333332,1462226746347
70.20168339215687,-175.44031999999999,-1.8653288882352939,1462226766481
69.8453782,-175.4421404,-1.8826307519999999,1462226786688
70.66905654545455,-175.438392,-1.8771161381818184,1462226806691
68.96646214814814,-175.21734722222226,-1.5136926777777775,1462226826743
70.9115457804878,-175.2649929268293,-1.5117461317073169,1462226847080
68.30467085106382,-175.2642191489362,-1.5141578382978724,1462226866782
68.98048591666667,-175.259385625,-1.4936475041666666,1462226887265
69.85173982456139,-175.2593264912281,-1.503643696491228,1462226907137
69.03433093877551,-175.2391177551021,-1.4942282408163263,1462226927296
68.91267751351351,-175.25176135135135,-1.5031689918918918,1462226947710
70.56255116363636,-175.24404418181817,-1.4887514581818182,1462226967822
70.36940215555556,-175.227122,-1.4936614866666666,1462226987665
68.85877608695652,-175.23522586956523,-1.503041391304348,1462227007738
69.774737375,-175.225986875,-1.4847133625,1462227027601
68.76141823529412,-175.24668235294118,-1.4676580294117647,1462227047739
68.57026020833334,-175.29746479166667,-1.4189855854166666,1462227067702
69.39536695918369,-175.3474244897959,-1.3902644346938775,1462227088085
69.19870801960785,-175.33777627450982,-1.3857970117647058,1462227107824
69.5366095,-175.37099625,-1.4027041375,1462227128210
69.552018425,-175.3650505,-1.3872207525,1462227148553
69.35371820370369,-175.3553840740741,-1.4063489148148147,1462227167958
70.03778067567568,-175.35337729729733,-1.411936508108108,1462227188503
69.61539607692308,-175.3332980769231,-1.4225697173076923,1462227208256
68.925675,-175.32440375,-1.39913023125,1462227228548
70.54831063157894,-175.33060368421056,-1.4073099421052628,1462227248705
70.97199129411764,-175.3436488235294,-1.3993295705882354,1462227268827
71.21173244680853,-175.32431702127658,-1.412463563829787,1462227288918
69.31513606521739,-175.3256206521739,-1.4093772173913044,1462227309170
69.26239653846154,-175.33223134615383,-1.3881610865384617,1462227328568
68.821972,-175.32042647058827,-1.3968123647058823,1462227348738
69.80014310909091,-175.30307745454544,-1.3919122963636363,1462227368979
70.86784961538461,-175.3236921153846,-1.3856102461538462,1462227388902
69.37146207843139,-175.33561568627448,-1.3977072470588234,1462227408696
69.40141425,-175.3176951923077,-1.4049031884615384,1462227429171
69.83702795833334,-175.33266708333332,-1.3970154083333333,1462227448962
69.89174938181819,-175.30325109090907,-1.4323289,1462227469466
69.69480218518518,-175.30805962962964,-1.4365383555555555,1462227489180
71.71807029411767,-175.30441264705883,-1.4185216205882352,1462227509621
70.54281336170213,-175.32456617021273,-1.4029321106382977,1462227529822
70.40954614035087,-175.30047192982457,-1.4269804508771928,1462227549853
70.16544355,-175.30543775,-1.395875955,1462227570127
70.44081417391305,-175.2934745652174,-1.4107034739130435,1462227589877
69.42578289473684,-175.31557157894738,-1.4125191157894736,1462227609764
68.4418614893617,-175.3124510638298,-1.4677056021276595,1462227629922
68.9417005925926,-175.3167509259259,-1.4760297296296296,1462227650300
69.38985538461539,-175.31601820512822,-1.4699459102564103,1462227669823
71.17997,-175.31200666666663,-1.4807663666666666,1462227689813
70.01520201851852,-175.28422055555558,-1.435981051851852,1462227710270
69.19612892,-175.3102926,-1.414235128,1462227730263
71.20825718750002,-175.29632875,-1.4343674625,1462227750355
70.28283419148936,-175.26691638297874,-1.4199474212765957,1462227771213
70.76291532608695,-175.30343239130437,-1.4131341108695652,1462227790393
69.87935859999999,-175.317014,-1.4170250454545454,1462227811344
69.17117170588236,-175.31347294117646,-1.4239798705882354,1462227830259
69.922041875,-175.264578125,-1.4176408999999999,1462227850472
68.9378678125,-175.28856583333337,-1.435198475,1462227870533
68.98671425531914,-175.27297914893614,-1.443310759574468,1462227890422
68.83975709433963,-175.28833188679246,-1.428113354716981,1462227910730
68.99521375,-175.286826875,-1.408892275,1462227931101
68.64981,-175.29094693877548,-1.4278443448979592,1462227950495
69.3302646037736,-175.29494150943398,-1.4346821566037735,1462227970728
69.51004677083333,-175.27106270833332,-1.4325930541666667,1462227991009
69.76522518367346,-175.28753999999998,-1.4145539612244895,1462228011688
70.95590377551021,-175.2599981632653,-1.340232267346939,1462228031241
70.71186709302326,-175.26614744186043,-1.3497950930232558,1462228051738
69.79646936170212,-175.26743042553193,-1.3723598872340426,1462228071243
68.48426146341463,-175.25768512195125,-1.3537724731707317,1462228091121
70.22454587234043,-175.26381617021278,-1.369765885106383,1462228111190
68.86665888,-175.25078059999998,-1.3770190359999999,1462228131411
68.8306588,-175.26864419999998,-1.362804616,1462228151261
69.56971204081633,-175.27731040816326,-1.3349802775510204,1462228171851
69.16708017647059,-175.26869450980394,-1.364442580392157,1462228191692
69.60902899999999,-175.27897961538463,-1.396377503846154,1462228211270
68.91742153846154,-175.2715655769231,-1.3778535384615385,1462228231416
69.70688552,-175.25243319999996,-1.378588648,1462228251712
69.80231357142857,-175.28705714285718,-1.3831732653061224,1462228272030
70.86644447826087,-175.2679695652174,-1.3799221543478262,1462228292291
71.096368375,-175.26054625,-1.3657275166666667,1462228312179
71.065038,-175.269234375,-1.34560798125,1462228332148
68.65932947916667,-175.26757291666667,-1.3711170416666667,1462228351770
69.08238823529412,-175.25202156862744,-1.359536374509804,1462228372001
68.95921792727273,-175.2950565454545,-1.4680559872727272,1462228391812
69.42680830952379,-175.28202904761906,-1.4645706714285711,1462228412124
69.38968236734694,-175.29544530612245,-1.490920187755102,1462228432326
68.75366659574468,-175.2674763829787,-1.469470385106383,1462228452431
69.519481,-175.2787512,-1.4838442859999998,1462228472704
69.46322740000001,-175.2864906,-1.507704364,1462228492517
69.29672241071428,-175.26393642857144,-1.4934890446428573,1462228512990
68.8918642,-175.2771878,-1.50611538,1462228533179
68.9539727090909,-175.2671689090909,-1.483260981818182,1462228553247
68.80338881395349,-175.26332976744186,-1.5267049604651162,1462228573271
70.54510651063829,-175.27591829787238,-1.560961817021277,1462228593352
69.99053369565218,-175.2856941304348,-1.5573467282608695,1462228612931
69.65939981818183,-175.261282,-1.5516617436363636,1462228632996
69.42862787755102,-175.26868204081632,-1.54774206122449,1462228652964
68.8239870909091,-174.98899163636364,-1.0502160254545454,1462228672918
68.52735107843138,-175.07590392156865,-1.0661556490196078,1462228692875
68.82694757142858,-175.03876142857143,-1.07537846122449,1462228713336
69.12631671698115,-175.06324264150945,-1.0529640509433962,1462228733496
69.31268510204083,-175.07555102040817,-1.0366039040816326,1462228753239
69.74764707692307,-175.06610538461535,-1.0689994307692308,1462228773160
68.68638250000001,-175.07512732142857,-1.0706822589285714,1462228793150
68.89213720000001,-175.06542054545451,-1.0738100254545455,1462228813706
68.92955023404255,-175.0782280851064,-1.0541716191489363,1462228834082
70.11478011904761,-175.0981042857143,-1.0569706642857142,1462228853728
70.44850222807017,-175.08744789473687,-1.050110207017544,1462228874048
69.28935242105264,-175.063955,-1.0377502342105265,1462228893901
68.75673292452831,-175.08056018867924,-1.0301991358490568,1462228913650
68.77794909999999,-175.0526614,-1.009681074,1462228933760
67.64053798076921,-175.02793096153846,-1.040405926923077,1462228953941
68.39111829787234,-175.07148127659573,-1.0649139446808509,1462228973859
68.03036470588235,-175.07144235294118,-1.0640235764705883,1462228993893
68.46981574468086,-175.0734253191489,-1.0479939255319148,1462229013946
68.29958765306122,-175.09276571428575,-1.0557596326530612,1462229033988
69.31232216363635,-175.06038327272728,-1.06951048,1462229053990
69.89964940425531,-175.0789393617021,-1.0404164957446809,1462229074341
69.2122011764706,-175.05413647058828,-1.0112960823529409,1462229094476
68.92886549019606,-175.05223549019607,-1.050537837254902,1462229114373
69.31331421052631,-175.07277789473687,-1.035428652631579,1462229133561
70.86601276923076,-175.06730057692312,-1.0515527884615383,1462229154683
70.81004673469387,-175.08846693877553,-1.0278411632653062,1462229174830
69.87136686046512,-175.06686860465115,-1.0152403558139536,1462229194705
68.38905705357142,-175.06088571428575,-1.0356895357142857,1462229214500
69.142861,-175.0907204,-1.06288693,1462229234558
68.64005639999999,-175.0916024,-1.043954744,1462229254753
68.1020618,-175.045366,-1.0335414236363636,1462229274714
68.9864448,-175.067447,-1.0255875,1462229294790
68.94972632075472,-175.06101943396226,-1.0406807660377355,1462229314742
69.96240998076921,-175.06249403846152,-1.0391397442307693,1462229335190
69.59769361111111,-175.05694166666663,-1.040322377777778,1462229354805
68.35227173076922,-175.06838384615384,-1.0661649076923077,1462229375175
68.72518869230768,-175.0797844230769,-1.062333226923077,1462229395212
69.01580135849056,-175.07222679245282,-1.0724050849056603,1462229415561
70.1222853,-175.07360400000002,-1.08228957,1462229435854
70.75703354545455,-175.06839613636365,-1.0844008090909092,1462229455867
70.71787378571429,-175.07453107142857,-1.0377661375,1462229475771
67.79083941176471,-175.06750647058826,-1.028668111764706,1462229495348
68.49157792,-175.0760328,-1.05301205,1462229515541
68.99471306382978,-175.10150510638297,-1.0520545510638295,1462229535406
70.38820117391305,-175.06903717391305,-1.0666136391304348,1462229555500
68.27295339622641,-175.07550849056602,-1.0758611264150943,1462229575593
68.21795648979592,-175.0689324489796,-1.0508508428571428,1462229595713
69.40956755555554,-175.07393622222222,-1.0501921422222222,1462229615626
68.97494496363636,-175.09988327272728,-1.0733808454545457,1462229635759
69.52252046511627,-175.07703930232555,-1.0599958604651163,1462229655942
68.73534531914893,-175.06417276595744,-1.047966904255319,1462229676091
70.165838,-175.07904826086957,-1.0686214434782608,1462229696223
70.23623223529411,-175.0639308823529,-1.0367534411764705,1462229722351
68.46481163636363,-175.08083309090907,-1.0156034036363637,1462229742687
68.31725659574468,-175.06581319148938,-1.0302217574468084,1462229762641
69.17274522727273,-175.04598181818182,-1.0342166363636365,1462229782836
68.78308124,-175.05095659999998,-1.026486076,1462229802709
68.69636588,-175.0743414,-1.0269825320000001,1462229822710
70.17335396153847,-175.0675678846154,-1.0252071826923077,1462229842772
71.81709627450981,-175.31522294117644,-1.9723482549019609,1462229862960
74.26013567346938,-174.99705510204083,-0.647303173877551,1462229883272
73.27772383333334,-174.94201388888888,-0.7126415014814814,1462229904777
74.79360012244899,-174.94561673469386,-0.7083873730612245,1462229923749
72.95900491071428,-174.95903482142856,-0.7093755069642858,1462229943751
74.32074275,-174.63180958333336,-1.3878154708333332,1462229964275
72.65951326530613,-174.9068240816326,-0.7024448234693877,1462229983320
51.47484934042553,-24.852193063829784,3.6973498914893614,1462230004604
135.56367725599998,-33.6191271,18.37687862,1462230024811
36.46756826530611,46.935815353061216,-82.25564614285716,1462230044928
7.549183626,179.673554,-1.040807902,1462230064712
10.242077234693877,179.4996075510204,-1.386659973469388,1462230084693
38.60481071428571,-21.688136408163267,-1.6891462,1462230105172
33.80763629166667,2.755541069166667,6.9445054583333325,1462230125468
48.71328571929824,-15.217756350877194,6.485420285964913,1462230145876
49.37645013953488,-20.836705162790693,1.6916426093023256,1462230165530
47.35078040625,-17.723805249999995,3.162362646875,1462230223482
139.0984325,158.15417395833333,-22.162232041666666,1462230251007
348.57043999999996,-178.47854863636363,1.4557393136363637,1462230271401
348.24605070175437,-178.47518070175443,1.4570787842105264,1462230291095
348.2216098113208,-178.49611000000002,1.4066765867924529,1462230311379
347.5454153703704,-178.48495259259258,1.4177945333333333,1462230331149
347.77663725490197,-178.48834411764702,1.4304548901960783,1462230351267
348.66319872727274,-178.49953490909093,1.419709961818182,1462230371088
349.14200693877547,-178.49846020408162,1.4039660346938776,1462230391339
350.07741163265314,-178.52167693877547,1.3928297571428572,1462230411684
349.26512777777776,-178.53678314814815,1.3808854314814816,1462230431763
349.52295056603765,-178.54802490566036,1.353946475471698,1462230451699
347.77260229166666,-178.54365604166668,1.3610490625,1462230471793
348.01225955555554,-178.5113108888889,1.3661636666666668,1462230491612
348.52826116279067,-178.54858813953487,1.3500848162790695,1462230511525
347.8983713207548,-178.56942018867923,1.374068475471698,1462230531803
348.7498089285715,-178.55108410714286,1.3528817892857143,1462230551366
348.9105488461538,-178.54112096153847,1.3571270884615383,1462230571708
349.0739700000001,-178.56677333333332,1.3681901648148147,1462230591660
349.4510498,-178.5868346,1.360645462,1462230611791
349.05092979591836,-178.56758142857143,1.3505500346938777,1462230631663
348.712845,-178.56691229166665,1.33542133125,1462230652151
348.08867571428567,-178.54820918367346,1.3583953122448982,1462230672413
348.628030625,-178.56994604166667,1.35287905,1462230692106
348.0324975925926,-178.57593870370368,1.3340106351851853,1462230712427
349.756025106383,-178.5665285106383,1.339897059574468,1462230732625
349.0140982000001,-178.58976760000004,1.35086188,1462230752572
348.209980877193,-178.56240771929825,1.325838292982456,1462230772437
349.34330789473677,-178.56498280701751,1.3365127649122808,1462230792420
349.0822488679245,-178.57224981132077,1.3128169018867923,1462230812786
347.9304418,-178.573482,1.3122825120000001,1462230832680
349.12037678571426,-178.57830625,1.3365066696428571,1462230853140
348.8861209090909,-178.57797022727271,1.3119333954545451,1462230873479
348.3472516071429,-178.5627155357143,1.3111846982142856,1462230893384
348.3371875,-178.5499703846154,1.3259795653846154,1462230913548
348.464516875,-178.58188958333332,1.3207290416666666,1462230933304
349.05159040816324,-178.58747102040817,1.3019837795918368,1462230952892
348.2529960784313,-178.56957725490196,1.3289497098039216,1462230973450
349.5051003846154,-178.56961269230771,1.300544725,1462230993183
348.9158726923077,-178.5909128846154,1.3446088692307694,1462231013446
348.9454692307692,-178.5687003846154,1.3001998096153846,1462231033413
348.77297000000004,-178.57318166666667,1.3157375833333331,1462231053368
348.2094972340425,-178.60040276595745,1.3183912361702128,1462231073765
348.4633952830189,-178.57674849056602,1.3106353528301886,1462231093912
348.6383986792452,-178.56770433962262,1.302148620754717,1462231113413
348.41642303571433,-178.58245714285718,1.3221686553571428,1462231133454
348.5644261538462,-178.56400096153843,1.338752251923077,1462231153752
348.33010189189184,-178.55808405405406,1.322469881081081,1462231173740
349.09124226415094,-178.5782362264151,1.313174875471698,1462231194260
349.1393412,-178.55539,1.351638898,1462231214329
349.77940166666673,-178.56348104166668,1.3263665125,1462231234195
348.70405228070166,-178.57704087719299,1.3357792070175438,1462231254561
348.38418875,-178.5569833333333,1.3330797375,1462231274480
347.0179465454545,-178.55925290909093,1.3210886763636365,1462231294081
349.6988847727273,-178.56384136363636,1.3058315568181815,1462231315096
349.2727842307692,-178.57932576923076,1.3202719076923075,1462231334220
349.9035608333333,-178.55428208333333,1.3494221000000002,1462231354298
349.6949335294118,-178.56171176470588,1.317718462745098,1462231374761
349.91205960784316,-178.54363058823532,1.3469741980392156,1462231394542
348.9340578431373,-178.58494058823533,1.3244916352941176,1462231414723
348.3877168,-178.55057580000002,1.311838036,1462231435130
349.56430021276594,-178.5440074468085,1.3378508638297872,1462231454929
350.19302433962264,-178.58545849056603,1.3250390490566035,1462231475094
348.8379973076923,-178.57658365384614,1.3258017038461538,1462231495148
349.5302250000001,-178.5665555769231,1.3222397788461535,1462231515369
349.18113333333326,-178.552050625,1.3202008395833331,1462231535516
348.45520535714286,-178.57175214285718,1.2983754089285715,1462231556006
349.04016173076917,-178.5633594230769,1.3326442153846154,1462231575925
348.32514625,-178.54583520833333,1.2934282125,1462231595851
348.1901916666667,-178.56742888888888,1.3007817666666668,1462231615716
348.6049706666667,-178.55730355555556,1.3341567933333334,1462231636010
348.26502074074074,-178.56167444444444,1.324705122222222,1462231655274
348.9740783333333,-178.5713575,1.3136224833333334,1462231675395
349.51496882352933,-178.55130274509804,1.3542050980392155,1462231695533
350.06356196428567,-178.54134053571426,1.3154516214285714,1462231715561
349.71488796296296,-178.55564611111112,1.3194312111111108,1462231735465
